session_id,model_family,n_steps,full_loop,def4,decomposed,contaminated,k_dagger,Q0,Q_final,Q_drop,R_Q_corr,rq_trace
Qwen~2.5:72b_029,Qwen~2.5:72b,7,1,1,1,1,1.0,0.821781,0.571855,-0.24992599999999998,-0.5637295497763137,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.754522, ""Q0"": 0.821781, ""dQ"": -0.06725899999999996}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.698094, ""Q0"": 0.821781, ""dQ"": -0.12368699999999999}, {""k"": 3, ""R"": 0.5, ""Q"": 0.767545, ""Q0"": 0.821781, ""dQ"": -0.05423599999999995}, {""k"": 4, ""R"": 0.5, ""Q"": 0.795736, ""Q0"": 0.821781, ""dQ"": -0.026044999999999985}, {""k"": 5, ""R"": 0.6666666666666666, ""Q"": 0.735827, ""Q0"": 0.821781, ""dQ"": -0.08595399999999997}, {""k"": 6, ""R"": 0.8333333333333334, ""Q"": 0.625947, ""Q0"": 0.821781, ""dQ"": -0.19583399999999995}, {""k"": 7, ""R"": 1.0, ""Q"": 0.571855, ""Q0"": 0.821781, ""dQ"": -0.24992599999999998}]"
Qwen~2.5:72b_030,Qwen~2.5:72b,6,1,1,1,1,2.0,0.76365,0.620036,-0.14361400000000002,-0.5296408977028497,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.80167, ""Q0"": 0.76365, ""dQ"": 0.03801999999999994}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.670087, ""Q0"": 0.76365, ""dQ"": -0.09356300000000006}, {""k"": 3, ""R"": 0.5, ""Q"": 0.75952, ""Q0"": 0.76365, ""dQ"": -0.004130000000000078}, {""k"": 4, ""R"": 0.5, ""Q"": 0.752374, ""Q0"": 0.76365, ""dQ"": -0.011276000000000064}, {""k"": 5, ""R"": 0.6666666666666666, ""Q"": 0.74664, ""Q0"": 0.76365, ""dQ"": -0.01701000000000008}, {""k"": 6, ""R"": 1.0, ""Q"": 0.620036, ""Q0"": 0.76365, ""dQ"": -0.14361400000000002}]"
Mistral-large_001,Mistral-large,5,1,1,1,1,1.0,0.85839,0.717109,-0.141281,-0.8944271909999159,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.851573, ""Q0"": 0.85839, ""dQ"": -0.006816999999999962}, {""k"": 2, ""R"": 0.5, ""Q"": 0.77816, ""Q0"": 0.85839, ""dQ"": -0.08023000000000002}, {""k"": 3, ""R"": 0.5, ""Q"": 0.794891, ""Q0"": 0.85839, ""dQ"": -0.06349899999999997}, {""k"": 4, ""R"": 0.5, ""Q"": 0.785282, ""Q0"": 0.85839, ""dQ"": -0.07310799999999995}, {""k"": 5, ""R"": 1.0, ""Q"": 0.717109, ""Q0"": 0.85839, ""dQ"": -0.141281}]"
Mistral-large_002,Mistral-large,7,1,1,1,1,1.0,0.785234,0.698071,-0.08716299999999999,-0.07881104062391006,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.697414, ""Q0"": 0.785234, ""dQ"": -0.08782000000000001}, {""k"": 2, ""R"": 0.5, ""Q"": 0.792002, ""Q0"": 0.785234, ""dQ"": 0.006767999999999996}, {""k"": 3, ""R"": 0.5, ""Q"": 0.796318, ""Q0"": 0.785234, ""dQ"": 0.011083999999999983}, {""k"": 4, ""R"": 0.5, ""Q"": 0.775516, ""Q0"": 0.785234, ""dQ"": -0.009718000000000004}, {""k"": 5, ""R"": 0.5, ""Q"": 0.77937, ""Q0"": 0.785234, ""dQ"": -0.00586399999999998}, {""k"": 6, ""R"": 0.75, ""Q"": 0.737432, ""Q0"": 0.785234, ""dQ"": -0.04780200000000001}, {""k"": 7, ""R"": 1.0, ""Q"": 0.698071, ""Q0"": 0.785234, ""dQ"": -0.08716299999999999}]"
Mistral-large_003,Mistral-large,4,0,0,0,0,,0.66125,0.860407,0.19915700000000003,,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.724233, ""Q0"": 0.66125, ""dQ"": 0.06298300000000001}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.84333, ""Q0"": 0.66125, ""dQ"": 0.18208000000000002}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.851464, ""Q0"": 0.66125, ""dQ"": 0.190214}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.860407, ""Q0"": 0.66125, ""dQ"": 0.19915700000000003}]"
Mistral-large_004,Mistral-large,6,0,0,0,1,1.0,0.861044,0.804831,-0.05621300000000007,-0.8783100656536799,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.856942, ""Q0"": 0.861044, ""dQ"": -0.00410200000000005}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.857934, ""Q0"": 0.861044, ""dQ"": -0.003110000000000057}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.856532, ""Q0"": 0.861044, ""dQ"": -0.0045120000000000715}, {""k"": 4, ""R"": 0.5, ""Q"": 0.790277, ""Q0"": 0.861044, ""dQ"": -0.07076700000000002}, {""k"": 5, ""R"": 0.5, ""Q"": 0.786582, ""Q0"": 0.861044, ""dQ"": -0.07446200000000003}, {""k"": 6, ""R"": 0.5, ""Q"": 0.804831, ""Q0"": 0.861044, ""dQ"": -0.05621300000000007}]"
Mistral-large_005,Mistral-large,8,0,0,0,1,6.0,0.815864,0.795529,-0.020334999999999992,-0.8451542547285167,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.839198, ""Q0"": 0.815864, ""dQ"": 0.023333999999999966}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.853752, ""Q0"": 0.815864, ""dQ"": 0.03788799999999992}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.851156, ""Q0"": 0.815864, ""dQ"": 0.03529199999999999}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.861068, ""Q0"": 0.815864, ""dQ"": 0.04520399999999991}, {""k"": 5, ""R"": 0.3333333333333333, ""Q"": 0.83459, ""Q0"": 0.815864, ""dQ"": 0.01872600000000002}, {""k"": 6, ""R"": 0.5, ""Q"": 0.774477, ""Q0"": 0.815864, ""dQ"": -0.04138700000000006}, {""k"": 7, ""R"": 0.5, ""Q"": 0.789226, ""Q0"": 0.815864, ""dQ"": -0.02663800000000005}, {""k"": 8, ""R"": 0.5, ""Q"": 0.795529, ""Q0"": 0.815864, ""dQ"": -0.020334999999999992}]"
Mistral-large_006,Mistral-large,8,1,1,1,1,1.0,0.855019,0.711367,-0.143652,-0.926158422495254,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.849784, ""Q0"": 0.855019, ""dQ"": -0.00523499999999999}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.842501, ""Q0"": 0.855019, ""dQ"": -0.012517999999999918}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.844027, ""Q0"": 0.855019, ""dQ"": -0.010992000000000002}, {""k"": 4, ""R"": 0.5666666666666667, ""Q"": 0.735525, ""Q0"": 0.855019, ""dQ"": -0.11949399999999999}, {""k"": 5, ""R"": 0.5666666666666667, ""Q"": 0.766256, ""Q0"": 0.855019, ""dQ"": -0.08876299999999993}, {""k"": 6, ""R"": 0.5666666666666667, ""Q"": 0.791566, ""Q0"": 0.855019, ""dQ"": -0.06345299999999998}, {""k"": 7, ""R"": 0.8, ""Q"": 0.700525, ""Q0"": 0.855019, ""dQ"": -0.15449400000000002}, {""k"": 8, ""R"": 1.0, ""Q"": 0.711367, ""Q0"": 0.855019, ""dQ"": -0.143652}]"
Mistral-large_007,Mistral-large,4,1,1,1,1,4.0,0.711495,0.651671,-0.05982399999999999,-0.7745966692414834,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.83379, ""Q0"": 0.711495, ""dQ"": 0.12229500000000004}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.848591, ""Q0"": 0.711495, ""dQ"": 0.137096}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.857792, ""Q0"": 0.711495, ""dQ"": 0.146297}, {""k"": 4, ""R"": 1.0, ""Q"": 0.651671, ""Q0"": 0.711495, ""dQ"": -0.05982399999999999}]"
Mistral-large_008,Mistral-large,4,0,0,0,1,,0.74097,0.792015,0.05104500000000001,-0.7745966692414834,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.805435, ""Q0"": 0.74097, ""dQ"": 0.064465}, {""k"": 2, ""R"": 0.5, ""Q"": 0.785709, ""Q0"": 0.74097, ""dQ"": 0.04473899999999997}, {""k"": 3, ""R"": 0.5, ""Q"": 0.770534, ""Q0"": 0.74097, ""dQ"": 0.029564000000000035}, {""k"": 4, ""R"": 0.5, ""Q"": 0.792015, ""Q0"": 0.74097, ""dQ"": 0.05104500000000001}]"
Mistral-large_009,Mistral-large,6,0,0,0,1,4.0,0.831476,0.793306,-0.03817000000000004,-0.8783100656536799,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.84354, ""Q0"": 0.831476, ""dQ"": 0.012063999999999964}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.843257, ""Q0"": 0.831476, ""dQ"": 0.011781000000000041}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.854599, ""Q0"": 0.831476, ""dQ"": 0.023123000000000005}, {""k"": 4, ""R"": 0.43333333333333335, ""Q"": 0.819624, ""Q0"": 0.831476, ""dQ"": -0.011851999999999974}, {""k"": 5, ""R"": 0.43333333333333335, ""Q"": 0.812636, ""Q0"": 0.831476, ""dQ"": -0.018839999999999968}, {""k"": 6, ""R"": 0.43333333333333335, ""Q"": 0.793306, ""Q0"": 0.831476, ""dQ"": -0.03817000000000004}]"
Mistral-large_010,Mistral-large,1,0,0,0,1,1.0,0.841604,0.835021,-0.0065830000000000055,,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.835021, ""Q0"": 0.841604, ""dQ"": -0.0065830000000000055}]"
Mistral-large_011,Mistral-large,6,0,1,1,1,1.0,0.855042,0.760412,-0.09462999999999999,-0.9258200997725515,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.836129, ""Q0"": 0.855042, ""dQ"": -0.018912999999999958}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.852946, ""Q0"": 0.855042, ""dQ"": -0.0020959999999999868}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.853164, ""Q0"": 0.855042, ""dQ"": -0.0018779999999999353}, {""k"": 4, ""R"": 0.5, ""Q"": 0.789268, ""Q0"": 0.855042, ""dQ"": -0.065774}, {""k"": 5, ""R"": 0.5, ""Q"": 0.768839, ""Q0"": 0.855042, ""dQ"": -0.08620299999999992}, {""k"": 6, ""R"": 0.6666666666666666, ""Q"": 0.760412, ""Q0"": 0.855042, ""dQ"": -0.09462999999999999}]"
Mistral-large_012,Mistral-large,6,0,1,1,1,1.0,0.820439,0.723332,-0.09710700000000005,-0.46291004988627577,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.772506, ""Q0"": 0.820439, ""dQ"": -0.047933}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.860829, ""Q0"": 0.820439, ""dQ"": 0.040389999999999926}, {""k"": 3, ""R"": 0.5, ""Q"": 0.797513, ""Q0"": 0.820439, ""dQ"": -0.022926000000000002}, {""k"": 4, ""R"": 0.5, ""Q"": 0.780215, ""Q0"": 0.820439, ""dQ"": -0.04022400000000004}, {""k"": 5, ""R"": 0.5, ""Q"": 0.800786, ""Q0"": 0.820439, ""dQ"": -0.01965300000000003}, {""k"": 6, ""R"": 0.75, ""Q"": 0.723332, ""Q0"": 0.820439, ""dQ"": -0.09710700000000005}]"
Mistral-large_013,Mistral-large,6,0,0,0,1,,0.725332,0.793974,0.06864199999999998,-0.8783100656536799,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.830993, ""Q0"": 0.725332, ""dQ"": 0.105661}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.812227, ""Q0"": 0.725332, ""dQ"": 0.08689500000000006}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.825972, ""Q0"": 0.725332, ""dQ"": 0.10064000000000006}, {""k"": 4, ""R"": 0.5, ""Q"": 0.792077, ""Q0"": 0.725332, ""dQ"": 0.06674500000000005}, {""k"": 5, ""R"": 0.5, ""Q"": 0.793529, ""Q0"": 0.725332, ""dQ"": 0.06819700000000006}, {""k"": 6, ""R"": 0.5, ""Q"": 0.793974, ""Q0"": 0.725332, ""dQ"": 0.06864199999999998}]"
Mistral-large_014,Mistral-large,6,0,1,1,1,4.0,0.817741,0.744455,-0.07328600000000007,-0.9258200997725515,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.861081, ""Q0"": 0.817741, ""dQ"": 0.043339999999999934}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.848041, ""Q0"": 0.817741, ""dQ"": 0.030299999999999994}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.841954, ""Q0"": 0.817741, ""dQ"": 0.02421299999999993}, {""k"": 4, ""R"": 0.5, ""Q"": 0.784785, ""Q0"": 0.817741, ""dQ"": -0.032956000000000096}, {""k"": 5, ""R"": 0.5, ""Q"": 0.796389, ""Q0"": 0.817741, ""dQ"": -0.021352000000000038}, {""k"": 6, ""R"": 0.6666666666666666, ""Q"": 0.744455, ""Q0"": 0.817741, ""dQ"": -0.07328600000000007}]"
Mistral-large_015,Mistral-large,12,1,1,1,1,6.0,0.809954,0.717006,-0.09294799999999992,-0.8889374501109683,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.841595, ""Q0"": 0.809954, ""dQ"": 0.03164100000000003}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.861064, ""Q0"": 0.809954, ""dQ"": 0.0511100000000001}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.832501, ""Q0"": 0.809954, ""dQ"": 0.022547000000000095}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.834821, ""Q0"": 0.809954, ""dQ"": 0.024867000000000083}, {""k"": 5, ""R"": 0.3333333333333333, ""Q"": 0.838595, ""Q0"": 0.809954, ""dQ"": 0.028641000000000028}, {""k"": 6, ""R"": 0.3333333333333333, ""Q"": 0.805543, ""Q0"": 0.809954, ""dQ"": -0.004410999999999943}, {""k"": 7, ""R"": 0.3333333333333333, ""Q"": 0.848087, ""Q0"": 0.809954, ""dQ"": 0.038133000000000083}, {""k"": 8, ""R"": 0.5, ""Q"": 0.776324, ""Q0"": 0.809954, ""dQ"": -0.03362999999999994}, {""k"": 9, ""R"": 0.5, ""Q"": 0.796545, ""Q0"": 0.809954, ""dQ"": -0.013409000000000004}, {""k"": 10, ""R"": 0.5, ""Q"": 0.780162, ""Q0"": 0.809954, ""dQ"": -0.02979199999999993}, {""k"": 11, ""R"": 0.6666666666666666, ""Q"": 0.735451, ""Q0"": 0.809954, ""dQ"": -0.07450299999999999}, {""k"": 12, ""R"": 1.0, ""Q"": 0.717006, ""Q0"": 0.809954, ""dQ"": -0.09294799999999992}]"
Mistral-large_016,Mistral-large,6,0,0,0,1,2.0,0.767898,0.509375,-0.25852299999999995,-0.840168050416806,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.787879, ""Q0"": 0.767898, ""dQ"": 0.019981000000000027}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.739634, ""Q0"": 0.767898, ""dQ"": -0.028263999999999956}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.684373, ""Q0"": 0.767898, ""dQ"": -0.08352499999999996}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.70006, ""Q0"": 0.767898, ""dQ"": -0.06783799999999995}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.767898, ""dQ"": -0.25852299999999995}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.767898, ""dQ"": -0.25852299999999995}]"
Mistral-large_017,Mistral-large,6,0,0,0,1,5.0,0.66125,0.50708,-0.15417000000000003,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.50708, ""Q0"": 0.66125, ""dQ"": -0.15417000000000003}, {""k"": 6, ""R"": 2.0, ""Q"": 0.50708, ""Q0"": 0.66125, ""dQ"": -0.15417000000000003}]"
Mistral-large_018,Mistral-large,7,1,1,1,1,5.0,0.66125,0.50375,-0.15749999999999997,-0.9660917830792959,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 7, ""R"": 2.0, ""Q"": 0.50375, ""Q0"": 0.66125, ""dQ"": -0.15749999999999997}]"
Mistral-large_019,Mistral-large,5,0,0,0,1,4.0,0.66125,0.52625,-0.135,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 1.6666666666666667, ""Q"": 0.52625, ""Q0"": 0.66125, ""dQ"": -0.135}, {""k"": 5, ""R"": 1.6666666666666667, ""Q"": 0.52625, ""Q0"": 0.66125, ""dQ"": -0.135}]"
Mistral-large_020,Mistral-large,0,0,0,0,0,,0.66125,,,,[]
Mistral-large_021,Mistral-large,6,0,0,0,1,5.0,0.66125,0.509375,-0.15187499999999998,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Mistral-large_022,Mistral-large,6,1,1,1,1,5.0,0.66125,0.509375,-0.15187499999999998,-0.9999999999999999,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 1.6666666666666667, ""Q"": 0.52625, ""Q0"": 0.66125, ""dQ"": -0.135}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Mistral-large_023,Mistral-large,6,0,0,0,1,5.0,0.66125,0.509375,-0.15187499999999998,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Mistral-large_024,Mistral-large,6,0,0,0,1,5.0,0.66125,0.509375,-0.15187499999999998,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}, {""k"": 6, ""R"": 2.0, ""Q"": 0.509375, ""Q0"": 0.66125, ""dQ"": -0.15187499999999998}]"
Mistral-large_025,Mistral-large,6,0,0,0,1,5.0,0.66125,0.506,-0.15525,-1.0,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 5, ""R"": 2.0, ""Q"": 0.506, ""Q0"": 0.66125, ""dQ"": -0.15525}, {""k"": 6, ""R"": 2.0, ""Q"": 0.506, ""Q0"": 0.66125, ""dQ"": -0.15525}]"
Mistral-large_026,Mistral-large,3,0,0,0,1,,0.66125,0.775962,0.11471200000000004,0.8660254037844387,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.66125, ""Q0"": 0.66125, ""dQ"": 0.0}, {""k"": 2, ""R"": 0.5, ""Q"": 0.787897, ""Q0"": 0.66125, ""dQ"": 0.12664699999999995}, {""k"": 3, ""R"": 0.5, ""Q"": 0.775962, ""Q0"": 0.66125, ""dQ"": 0.11471200000000004}]"
Mistral-large_027,Mistral-large,8,1,1,1,1,1.0,0.840558,0.671704,-0.16885400000000006,-0.9511897312113419,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.815669, ""Q0"": 0.840558, ""dQ"": -0.02488900000000005}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.812701, ""Q0"": 0.840558, ""dQ"": -0.02785700000000002}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.858296, ""Q0"": 0.840558, ""dQ"": 0.01773799999999992}, {""k"": 4, ""R"": 0.5, ""Q"": 0.794277, ""Q0"": 0.840558, ""dQ"": -0.04628100000000002}, {""k"": 5, ""R"": 0.5, ""Q"": 0.773338, ""Q0"": 0.840558, ""dQ"": -0.06722000000000006}, {""k"": 6, ""R"": 0.5, ""Q"": 0.784323, ""Q0"": 0.840558, ""dQ"": -0.056235000000000035}, {""k"": 7, ""R"": 0.75, ""Q"": 0.710817, ""Q0"": 0.840558, ""dQ"": -0.129741}, {""k"": 8, ""R"": 1.0, ""Q"": 0.671704, ""Q0"": 0.840558, ""dQ"": -0.16885400000000006}]"
Mistral-large_028,Mistral-large,0,0,0,0,0,,0.69223,,,,[]
Mistral-large_029,Mistral-large,6,0,0,0,1,,0.66125,0.778536,0.117286,0.8783100656536799,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.717809, ""Q0"": 0.66125, ""dQ"": 0.056559000000000026}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.70861, ""Q0"": 0.66125, ""dQ"": 0.04735999999999996}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.763496, ""Q0"": 0.66125, ""dQ"": 0.10224599999999995}, {""k"": 4, ""R"": 0.5, ""Q"": 0.778554, ""Q0"": 0.66125, ""dQ"": 0.11730399999999996}, {""k"": 5, ""R"": 0.5, ""Q"": 0.784654, ""Q0"": 0.66125, ""dQ"": 0.12340399999999996}, {""k"": 6, ""R"": 0.5, ""Q"": 0.778536, ""Q0"": 0.66125, ""dQ"": 0.117286}]"
Mistral-large_030,Mistral-large,2,0,0,0,0,,0.836734,0.849111,0.012376999999999971,,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.848794, ""Q0"": 0.836734, ""dQ"": 0.01206000000000007}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.849111, ""Q0"": 0.836734, ""dQ"": 0.012376999999999971}]"
Llama~3.1:70b_001,Llama~3.1:70b,8,1,1,1,1,2.0,0.857503,0.618019,-0.23948400000000003,-0.9322272357358045,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.861068, ""Q0"": 0.857503, ""dQ"": 0.0035649999999999293}, {""k"": 2, ""R"": 0.3333333333333333, ""Q"": 0.850286, ""Q0"": 0.857503, ""dQ"": -0.007217000000000029}, {""k"": 3, ""R"": 0.3333333333333333, ""Q"": 0.853608, ""Q0"": 0.857503, ""dQ"": -0.003894999999999982}, {""k"": 4, ""R"": 0.3333333333333333, ""Q"": 0.858036, ""Q0"": 0.857503, ""dQ"": 0.0005330000000000057}, {""k"": 5, ""R"": 0.5, ""Q"": 0.771381, ""Q0"": 0.857503, ""dQ"": -0.08612200000000003}, {""k"": 6, ""R"": 0.5, ""Q"": 0.788955, ""Q0"": 0.857503, ""dQ"": -0.06854800000000005}, {""k"": 7, ""R"": 0.75, ""Q"": 0.680566, ""Q0"": 0.857503, ""dQ"": -0.176937}, {""k"": 8, ""R"": 1.0, ""Q"": 0.618019, ""Q0"": 0.857503, ""dQ"": -0.23948400000000003}]"
Llama~3.1:70b_002,Llama~3.1:70b,5,0,0,1,1,1.0,0.767156,0.756785,-0.010370999999999908,0.22360679774997896,"[{""k"": 1, ""R"": 0.3333333333333333, ""Q"": 0.75593, ""Q0"": 0.767156, ""dQ"": -0.011225999999999958}, {""k"": 2, ""R"": 0.5, ""Q"": 0.779101, ""Q0"": 0.767156, ""dQ"": 0.011945000000000094}, {""k"": 3, ""R"": 0.5, ""Q"": 0.782921, ""Q0"": 0.767156, ""dQ"": 0.01576500000000003}, {""k"": 4, ""R"": 0.5, ""Q"": 0.772747, ""Q0"": 0.767156, ""dQ"": 0.005591000000000013}, {""k"": 5, ""R"": 0.75, ""Q"": 0.756785, ""Q0"": 0.767156, ""dQ"": -0.010370999999999908}]"
